"No.","Time","Source","Destination","Protocol","Length","Info"
"85","63.517156483","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"86","63.520078514","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"87","63.524042142","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"88","63.526987353","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"89","63.528080934","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"90","63.528263838","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"91","63.529930044","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"92","63.532928988","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"93","63.535826563","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"94","63.537782502","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"95","63.538724584","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"96","63.540721063","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"97","63.542623369","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"98","63.544673049","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"99","63.547635769","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"100","63.549560952","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"101","63.551512623","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"102","63.552510129","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"103","63.554503459","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"104","63.557398456","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"105","63.559328204","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"106","63.561324156","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"107","63.563258466","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"108","63.564200845","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"109","63.566220681","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"110","63.569190575","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"111","63.572055315","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"112","63.574077564","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"113","63.575049235","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"114","63.576023111","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"115","63.577982664","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"116","63.580943587","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"117","63.583880302","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"118","63.586827566","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"119","63.587802780","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"120","63.587937345","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"121","63.589769986","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"122","63.592688641","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"123","63.596608316","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"124","63.598547446","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"125","63.598643423","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"126","63.599552180","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"127","63.602461801","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"128","63.605462876","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"129","63.608390143","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"130","63.610343005","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"131","63.610444664","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"132","63.611328358","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"133","63.614235395","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"134","63.618204041","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"135","63.621142744","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"136","63.622065786","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"137","63.622190928","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"138","63.622257991","IntelCor_3c:1b:94","","ARP","62","192.168.0.100 is at e4:a7:a0:3c:1b:94"
"139","63.624018349","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"140","63.626959448","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"141","63.627331042","Vmware_2f:6c:96","","ARP","62","192.168.0.102 is at 00:0c:29:2f:6c:96"
"142","63.629058210","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"143","63.631906631","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"144","63.633811637","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"145","63.634863483","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"146","63.635819983","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"147","63.638787160","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"148","63.641692721","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"149","63.643882097","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"150","63.645704273","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"151","63.646573707","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"152","63.648629539","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"153","63.650543277","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"154","63.652532111","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"155","63.655397602","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"156","63.658363823","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"157","63.660343050","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"158","63.660491730","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"159","63.661279231","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"160","63.664314398","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"161","63.668154270","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"162","63.671232915","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"163","63.672441426","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"164","63.672584770","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"165","63.673262383","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"166","63.676253792","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"167","63.680037453","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"168","63.683112419","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"169","63.684093724","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"170","63.684273693","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"171","63.685898753","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"172","63.688822682","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"173","63.692026399","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"174","63.693931281","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"175","63.695871768","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"176","63.696019507","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"177","63.697731153","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"178","63.700642433","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"179","63.704584209","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"180","63.706588454","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"181","63.707577562","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"182","63.707692296","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"183","63.709458008","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"184","63.713383523","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"185","63.717325255","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"186","63.718239077","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"187","63.718333324","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"188","63.719313155","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"189","63.722166618","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"190","63.726176563","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"191","63.729033072","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"192","63.730033277","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"193","63.730161142","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"194","63.731956791","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"195","63.734964903","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"196","63.737853324","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"197","63.739812334","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"198","63.740851334","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"199","63.742848282","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"200","63.744820144","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"201","63.747665697","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"202","63.749654998","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"203","63.750646239","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"204","63.752611715","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"205","63.754549218","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"206","63.757508527","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"207","63.760572186","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"208","63.761397242","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"209","63.762337891","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"210","63.764324109","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"211","63.766284938","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"212","63.769272064","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"213","63.772049469","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"214","63.773994704","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"215","63.775050646","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"216","63.775955973","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"217","63.779053559","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"218","63.781920999","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"219","63.783846269","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"220","63.784816753","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"221","63.785823074","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"222","63.788762541","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"223","63.791902763","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"224","63.794657454","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"225","63.795625595","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"226","63.795783330","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"227","63.797573849","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"228","63.801517005","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"229","63.804440078","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"230","63.806408993","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"231","63.806470168","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"232","63.807416477","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"233","63.810320150","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"234","63.814263362","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"235","63.817152577","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"236","63.818129304","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"237","63.818232835","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"238","63.820136728","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"239","63.823039038","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"240","63.826001259","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"241","63.827947769","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"242","63.828911787","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"243","63.829904744","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"244","63.832825521","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"245","63.835790978","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"246","63.837756688","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"247","63.839739023","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"248","63.840683866","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"249","63.841808809","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"250","63.844600512","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"251","63.847570132","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"252","63.850507033","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"253","63.851487382","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"254","63.852476618","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"255","63.854424263","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"256","63.856393056","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"257","63.859370026","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"258","63.862289680","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"259","63.864221933","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"260","63.864285580","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"261","63.866151583","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"262","63.868173831","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"263","63.872092250","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"264","63.874991432","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"265","63.876002938","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"266","63.876082223","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"267","63.877418441","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"268","63.880418776","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"269","63.884825436","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"270","63.887791671","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"271","63.887931775","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"272","63.888004097","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"273","63.889714910","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"274","63.892697588","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"275","63.896564741","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"276","63.898730972","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"277","63.899656827","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"278","63.900099707","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"279","63.901691253","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"280","63.905453475","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"281","63.908340274","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"282","63.910327477","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"283","63.910539105","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"284","63.912312707","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"285","63.914238696","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"286","63.917158578","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"287","63.920249525","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"288","63.922099106","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"289","63.923072379","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"290","63.924038553","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"291","63.926112023","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"292","63.929188503","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"293","63.932411108","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"294","63.934839311","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"295","63.935014929","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"296","63.935883489","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"297","63.937732895","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"298","63.941978292","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"299","63.944647054","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"300","63.945631957","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"301","63.946540505","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"302","63.948519964","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"303","63.950467939","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"304","63.953538963","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"305","63.956495707","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"306","63.957376784","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"307","63.958341095","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"308","63.960272696","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"309","63.963264379","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"310","63.966155622","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"311","63.968119472","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"312","63.969135644","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"313","63.970071202","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"314","63.972056163","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"315","63.975042116","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"316","63.978983734","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"317","63.980923357","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"318","63.981047106","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"319","63.981887310","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"320","63.983821135","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"321","63.987828314","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"322","63.990757722","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"323","63.992680639","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"324","63.992770763","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"325","63.993602330","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"326","63.996597367","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"327","63.999524161","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"328","64.002497162","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"329","64.004441620","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"330","64.004618807","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"331","64.005418488","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"332","64.008388254","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"333","64.012279760","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"334","64.015186237","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"335","64.016195809","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"336","64.016294492","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"337","64.018167777","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"338","64.021129321","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"339","64.024089004","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"340","64.025978887","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"341","64.026980633","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"342","64.027954823","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"343","64.030880457","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"344","64.033843059","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"345","64.035810805","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"346","64.037768183","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"347","64.038749878","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"348","64.040725775","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"349","64.042638481","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"350","64.045619040","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"351","64.047573151","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"352","64.049549199","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"353","64.051492932","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"354","64.053462426","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"355","64.054479217","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"356","64.056374440","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"357","64.059342788","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
